date,close,open,high,low
2016-08-26,101.83,100.51,101.94,100.06
2016-08-29,101.92,101.81,102.41,101.81
2016-08-30,102.97,101.90,103.14,101.73
2016-08-31,103.42,102.95,103.53,102.84
2016-09-01,103.25,103.41,104.02,103.03
2016-09-02,103.99,103.22,104.33,102.79
2016-09-05,103.44,103.94,104.14,103.12
2016-09-06,102.02,103.41,103.83,101.91
2016-09-07,101.73,102.00,102.14,101.18
2016-09-08,102.50,101.73,102.61,101.39
2016-09-09,102.69,102.47,103.06,101.95
2016-09-12,101.86,102.67,102.80,101.54
2016-09-13,102.56,101.85,102.77,101.40
2016-09-14,102.42,102.54,103.36,102.22
2016-09-15,102.09,102.41,102.75,101.92
2016-09-16,102.30,102.07,102.47,101.72
2016-09-19,101.94,102.21,102.42,101.56
2016-09-20,101.71,101.93,102.08,101.52
2016-09-21,100.31,101.70,102.81,100.28
2016-09-22,100.75,100.31,100.94,100.07
2016-09-23,101.00,100.73,101.25,100.65
2016-09-26,100.33,101.03,101.11,100.22
2016-09-27,100.44,100.31,101.00,100.07
2016-09-28,100.67,100.41,100.83,100.23
2016-09-29,101.03,100.67,101.86,100.62
2016-09-30,101.34,101.02,101.77,100.73
2016-10-03,101.64,101.35,101.69,101.19
2016-10-04,102.89,101.62,102.97,101.54
2016-10-05,103.50,102.87,103.67,102.65
2016-10-06,103.94,103.48,104.17,103.32
2016-10-07,102.92,103.92,104.05,102.84
2016-10-10,103.61,103.07,103.81,102.78
2016-10-11,103.52,103.59,104.08,103.14
2016-10-12,104.20,103.49,104.50,103.25
2016-10-13,103.69,104.21,104.64,103.32
2016-10-14,104.19,103.69,104.48,103.58
2016-10-17,103.89,104.05,104.39,103.76
2016-10-18,103.86,103.87,104.22,103.65
2016-10-19,103.44,103.84,103.94,103.15
2016-10-20,103.95,103.43,104.11,103.32
2016-10-21,103.83,103.92,104.23,103.50
2016-10-24,104.19,103.84,104.33,103.69
2016-10-25,104.23,104.17,104.88,104.09
2016-10-26,104.47,104.21,104.62,103.99
2016-10-27,105.29,104.45,105.35,104.27
2016-10-28,104.70,105.27,105.55,104.46
2016-10-31,104.82,104.68,105.23,104.24
2016-11-01,104.16,104.81,105.14,103.78
2016-11-02,103.31,104.12,104.19,102.99
2016-11-03,102.98,103.29,103.45,102.54
2016-11-04,103.14,102.96,103.37,102.81
2016-11-07,104.47,103.12,104.64,103.08
2016-11-08,105.16,104.44,105.22,104.27
2016-11-09,105.67,105.12,105.91,101.15
2016-11-10,106.83,105.65,106.95,104.95
2016-11-11,106.68,106.81,106.94,106.00
2016-11-14,108.42,106.53,108.56,106.51
2016-11-15,109.17,108.40,109.36,107.74
2016-11-16,109.08,109.17,109.77,108.76
2016-11-17,110.11,109.04,110.20,108.51
2016-11-18,110.95,110.09,110.98,109.76
2016-11-21,110.83,110.89,111.40,110.42
2016-11-22,111.12,110.80,111.36,110.23
2016-11-23,112.52,111.09,112.98,110.81
2016-11-24,113.34,112.48,113.58,112.34
2016-11-25,113.08,113.32,113.91,112.53
2016-11-28,111.94,113.03,113.12,111.32
2016-11-29,112.39,111.91,113.36,111.58
2016-11-30,114.47,112.38,114.56,112.02
2016-12-01,114.09,114.44,114.83,113.79
2016-12-02,113.58,114.06,114.25,113.29
2016-12-05,113.84,113.52,114.80,112.84
2016-12-06,114.02,113.84,114.22,113.46
2016-12-07,113.77,113.99,114.41,113.38
2016-12-08,114.03,113.71,114.39,113.11
2016-12-09,115.40,114.00,115.40,113.96
2016-12-12,115.03,115.22,116.12,114.82
2016-12-13,115.19,115.01,115.50,114.71
2016-12-14,117.05,115.16,117.39,114.74
2016-12-15,118.17,117.03,118.67,116.96
2016-12-16,117.99,118.17,118.43,117.44
2016-12-19,117.08,117.87,118.03,116.52
2016-12-20,117.88,117.07,118.28,116.95
2016-12-21,117.55,117.83,118.07,117.07
2016-12-22,117.54,117.55,117.90,117.23
2016-12-23,117.35,117.51,117.67,117.14
2016-12-26,117.09,117.36,117.40,116.97
2016-12-27,117.42,117.06,117.64,117.04
2016-12-28,117.25,117.39,117.83,117.03
2016-12-29,116.55,117.23,117.27,116.19
2016-12-30,116.89,116.53,117.22,116.02
